name,party,Constituency & State,gender,is_nominated,nth loksabha
"Murli Manohar,Shri",Ind.,Ballia East (Uttar Pradesh ),male,0,1
"Murthy,Shri Bayya Suryanarayana",KMPP,Eluru (Madras ),male,0,1
"Musafir,Sardar Gurmukh Singh",Congress,Amritsar (Punjab ),male,0,1
"Mushar,Shri Kirai",Socialist,Bhagalpur cum Purnea-SC (Bihar ),male,0,1
"Muthukrishnan,Shri M.",Congress,Vellore (Madras ),male,0,1
"Naidu,Shri Nalla Reddi",Socialist,Rajamundry (Madras ),male,0,1
"Naidu,Shri R. Govindarajulu",Congress,Tiruvallur (Madras ),male,0,1
"Nair,Shri C. Krishnan",Congress,Outer Delhi-SC (NCT of Delhi ),male,0,1
"Nair,Shri N. Sreekantan",RSP,Quilon cum Mavelikkara-SC (Travancore-Cochin ),male,0,1
"Nambiar,Shri K. Ananda",CP,Mayuram-SC (Madras ),male,0,1
"Namdhari,Shri Atma Singh",Congress,Fazilka-Sirsa (Punjab ),male,0,1
"Nanadas,Shri Mangalagiri",Ind.,Ongole (Madras ),male,0,1
"Nanda,Shri Gulzarilal",Congress,Sabarkantha (Bombay ),male,0,1
"Nandkar,Shri Anant Savalaram",Congress,Thana (Bombay ),male,0,1
"Narasimham,Shri S.V.Laxmi",Ind.,Guntur (Madras ),male,0,1
"Narasimhan,Shri C.R.",Congress,Krishnagiri (Madras ),male,0,1
"Nardeo Snatak,Shri",Congress,Aligarh Distt.-SC (Uttar Pradesh ),male,0,1
"Naskar,Shri Purnendu Sekhar",Congress,Diamond Harbour (West Bengal ),male,0,1
"Natarajan,Shri S.S.",Congress,Srivilliputhur (Madras ),male,0,1
"Natawadkar,Shri Jayantrao Ganpat",Congress,West Khandesh-ST (Bombay ),male,0,1
"Natesan,Shri P.",Congress,Tiruvallur (Madras ),male,0,1
"Nathany,Shri Hari Ram",RRP,Bhilwara (Rajasthan ),male,0,1
"Nathwani,Shri Narendra Paragji",Congress,Sorath (Saurashtra ),male,0,1
"Nayar,Smt. Shakuntala",Hindu Mahasabha,Gonda Dist (West) (Uttar Pradesh ),female,0,1
"Nayar,Shri V. Parmeswaran",UFL,Chirayinkil (Travancore-Cochin ),male,0,1
"Nehru,Shri Jawaharlal",Congress,Allahabad Distt. East (Uttar Pradesh ),male,0,1
"Nehru,Smt. Sheorajvati",Congress,Lucknow Distt. (Central) (Uttar Pradesh ),female,0,1
"Nehru,Smt. Uma",Congress,Sitapur District cum Kheri Distt. West-SC (Uttar Pradesh ),female,0,1
"Nesamony,Shri A.",TTC,Nagercoil (Travancore-Cochin ),male,0,1
"Neswi,Shri Thimmappa Rudrappa",Congress,Dharwar South (Bombay ),male,0,1
"Nevatia,Shri Rameshwar Prasad",Congress,Shahabad (Uttar Pradesh ),male,0,1
"Nijalingappa,Shri S.",Congress,Chitradurga (Mysore ),male,0,1
"Pande,Shri Badri Dutt",Congress,Almora District North-East (Uttar Pradesh ),male,0,1
"Pande,Shri C.D.",Congress,Nainital Dist. cum Almora Dist.(South-West)cum Bareilly(Nort (Uttar Pradesh ),male,0,1
"Pandey,Dr. Natabar",AIGP,Sambalpur (Odisha ),male,0,1
"Pandit,Smt. Vijaya Lakshmi",Congress,Lucknow Distt. (Central) (Uttar Pradesh ),female,0,1
"Panna Lal,Shri",Congress,Faizabad Dist. (North-West)-SC (Uttar Pradesh ),male,0,1
"Pant,Shri Devi Dutt",Congress,Almora District North-East (Uttar Pradesh ),male,0,1
"Paragi Lal,Shri",Congress,Sitapur District cum Kheri Distt. West-SC (Uttar Pradesh ),male,0,1
"Paranjpe,Shri Ramchander Govind",PDF,Bhir (Hyderabad ),male,0,1
"Parekh,Dr. Jayantilal Narbheram",Congress,Zalawad (Saurashtra ),male,0,1
"Parikh,Shri Shantilal Girdharlal",Congress,Mehsana-East (Bombay ),male,0,1
"Parikh,Shri Rasiklal Umedchand",Congress,Zalawad (Saurashtra ),male,0,1
"Parmar,Shri Rupaji Bhavji",Congress,Panch Mahals cum Baroda East-ST (Bombay ),male,0,1
"Pataskar,Shri Hari Vinayak",Congress,Jalgaon (Bombay ),male,0,1
"Patel,Shri Bahadurbhai Kunthabhai",Congress,Surat-ST (Bombay ),male,0,1
"Patel,Kumari Manibehn Vallabhbhai",Congress,Kaira South (Bombay ),female,0,1
"Patel,Shri Rajeshwara",Congress,Muzaffarpur cum Darbhanga-SC (Bihar ),male,0,1
"Pateriya,Pandit Sushil Kumar",Congress,Jabalpur North (Madhya Pradesh ),male,0,1
"Patil,Shri Pandharinath Ramachandra Kanavade",Congress,Ahmednagar North (Bombay ),male,0,1
"Patil,Shri Sadashiv Kanoji",Congress,Bombay City South (Bombay ),male,0,1
"Patil,Shri Shankargauda Veerangauda",Congress,Belgaum South (Bombay ),male,0,1
"Patnaik,Shri Uma Charan",Ind.,Ghumsur (Odisha ),male,0,1
"Pawar,Shri Vyankatrao Pirajirao",Congress,South Satara (Bombay ),male,0,1
"Pillai,Shri P.T. Thanu",Congress,Tirunelveli (Madras ),male,0,1
"Pocker,Shri B.",MML,Malappuram (Madras ),male,0,1
"Prabhakar,Shri Naval",Congress,Outer Delhi-SC (NCT of Delhi ),male,0,1
"Pradhan,Shri Brij Mohan",GP,Bargarh (Odisha ),male,0,1
"Prasad,Shri Hari Shankar",Congress,Gorakhpur Distt. (North) (Uttar Pradesh ),male,0,1
"Punnoose,Shri P.T.",CP,Alleppey (Travancore-Cochin ),male,0,1
"Rachiah,Shri N.",Congress,Mysore (Mysore ),male,0,1
"Radha Raman,Shri",Congress,Delhi City (NCT of Delhi ),male,0,1
"Raghavachari,Shri K.S.",KMPP,Penukonda (Madras ),male,0,1
"Raghavaiah,Shri Pishupati Venkata",CP,Ongole (Madras ),male,0,1
"Raghubir Sahai,Shri",Congress,Etah Dist. (North-East) cum Budaun Dist. (East) (Uttar Pradesh ),male,0,1
"Raghunath Singh,Shri",Congress,Banaras Distt.(Central) (Uttar Pradesh ),male,0,1
"Raghuramaiah,Shri Kotha",Congress,Tenali (Madras ),male,0,1
"Raiji,Smt. Jayashri Naishadh",Congress,Bombay Suburban (Bombay ),female,0,1
"Raj Bahadur,Shri",Congress,Jaipur-Sawai Madhopur (Rajasthan ),male,0,1
"Rajabhoj,Shri Pandurang Nathuji",SCF,Sholapur-SC (Bombay ),male,0,1
"Ram Dass,Shri",Congress,Hoshiarpur (Punjab ),male,0,1
"Ram Saran,Prof.",Congress,Moradabad Distt. (West) (Uttar Pradesh ),male,0,1
"Ram Shankar Lal,Shri",Congress,Basti Distt. Central (East) Cum Gorakhpur Distt.(West) (Uttar Pradesh ),male,0,1
"Ramachander,Dr. Doraswami Pillai",Commonweal,Vellore (Madras ),male,0,1
"Ramasami,Shri M.D.",FB(M),Aruppukottai (Madras ),male,0,1
"Ramaseshaiah,Shri N.",Ind.,Parvathipuram (Madras ),male,0,1
"Ramaswamy,Shri Puli",Congress,Mahabubnagar (Hyderabad ),male,0,1
"Ramaswamy,Shri S.V.",Congress,Salem (Madras ),male,0,1
"Rane,Shri Shivram Rango",Congress,Bhusaval (Bombay ),male,0,1
"Ranjit Singh,Sardar",Ind.,Sangrur (Patiala and East Punjab States ),male,0,1
"Rao,Shri B. Shiva",Congress,South Kanara South (Madras ),male,0,1
"Rao,Dr. Chelikanai Venkata Rama",CP,Kakinada (Madras ),male,0,1
"Rao,Shri Kadiyala Gopala",CP,Gudiwada (Madras ),male,0,1
"Rao,Shri Kanety Mohana",CP,Rajamundry (Madras ),male,0,1
"Rao,Shri Kondru Subba",CP,Eluru (Madras ),male,0,1
"Rao,Shri Pendyal Raghava",PDF,Warangal (Hyderabad ),male,0,1
"Rao,Shri Ponnada Subba",AIGP,Nowrangpur-ST (Odisha ),male,0,1
"Rao,Shri Rayasam Seshagiri",Ind.,Nandyal (Madras ),male,0,1
"Rao,Shri T.B. Vittal",PDF,Khammam (Hyderabad ),male,0,1
"Raut,Shri Bhola",Congress,Saran cum Champaran-SC (Bihar ),male,0,1
"Ray,Shri Birakisor",Congress,Cuttack (Odisha ),male,0,1
"Razmi,Shri Saidullah Khan",Congress,Sehore (Bhopal ),male,0,1
"Reddi,Shri Bezwada Ramachandra",Ind.,Nellore (Madras ),male,0,1
"Reddi,Shri C. Madhava",Socialist,Adilabad (Hyderabad ),male,0,1
"Reddi,Shri Halabarvi Sitaram",Congress,Kurnool (Madras ),male,0,1
"Reddi,Shri Ravi Narayan",PDF,Nalgonda-SC (Hyderabad ),male,0,1
"Reddy,Shri Badam Yella",PDF,Karimnagar-SC (Hyderabad ),male,0,1
"Reddy,Shri K. Janardhan",Congress,Mahabubnagar (Hyderabad ),male,0,1
"Reddy,Shri T.N. Viswanatha",Congress,Chittoor (Madras ),male,0,1
"Reddy,Shri Yeddula Eswara",CP,Cuddapah (Madras ),male,0,1
"Richardson,Rt. Rev. John",NM,,male,1,1
"Roy,Shri Bishwanath",Congress,Deoria (Uttar Pradesh ),male,0,1
"Roy,Dr. Satyaban",Congress,Uluberia (West Bengal ),male,0,1
"Roy,Shri Patiram",Congress,Basirhat (West Bengal ),male,0,1
"Rup Narain,Shri",Congress,Mirzapur Dist. cum Banaras Dist. (West)-SC (Uttar Pradesh ),male,0,1
"Saha,Shri Meghnad",USP,Calcutta North West (West Bengal ),male,0,1
"Sahaya,Shri Syamnandan",Congress,Muzaffarpur Central (Bihar ),male,0,1
"Sahu,Shri Bhagabat",Congress,Balasore (Odisha ),male,0,1
"Sahu,Shri Rameshwar",Congress,Muzaffarpur cum Darbhanga-SC (Bihar ),male,0,1
"Saigal,Sardar Amar Singh",Congress,Bilaspur-SC (Madhya Pradesh ),male,0,1
"Sakhare,Shri Tularam Chandrabhan",Congress,Bhandara (Madhya Pradesh ),male,0,1
"Saksena,Shri Mohanlal",Congress,Lucknow Distt. cum Bara Banki Distt. (Uttar Pradesh ),male,0,1
"Saksena,Shri Shibbanlal",KMPP,Gorakhpur Distt. (North) (Uttar Pradesh ),male,0,1
"Samanta,Shri Satis Chandra",Congress,Tamluk (West Bengal ),male,0,1
"Sanganna,Shri Toyaka",NUAC,Rayagada-Phulbani-ST (Odisha ),male,0,1
"Sankarapandian,Shri M.",Congress,Sankaranayinarkovil (Madras ),male,0,1
"Sarmah,Shri Debendra Nath",Congress,Gauhati (Assam ),male,0,1
"Sarmah,Shri Debeswar",Congress,Golghat - Jorhat (Assam ),male,0,1
"Satish Chandra,Shri",Congress,Bareilly District (South) (Uttar Pradesh ),male,0,1
"Satyanathan,Shri N.",Ind.,Dharmapuri (Madras ),male,0,1
"Satyawadi,Dr. Virendar Kumar",Congress,Karnal (Punjab ),male,0,1
"Sen,Shri Raj Chandra",RRP,Kotah-Bundi (Rajasthan ),male,0,1
"Sen,Smt. Sushama",Congress,Bhagalpur South (Bihar ),female,0,1
"Sen Gupta,Shri Phani Gopal",Congress,Purnea Central (Bihar ),male,0,1
"Sewal,Shri A.R.",Congress,Chamba-Sirmoor (Himachal Pradesh ),male,0,1
"Shah,Shri Chimanlal Chakubhai",Congress,Gohilwad-Sorath (Saurashtra ),male,0,1
"Shah,Shri Raichandbhai N.",Congress,Chhindwara (Madhya Pradesh ),male,0,1
"Shah,Her Highness Rajmata Kamlendu Mati",Ind.,Garhwal Distt.(West)cum Tehri Garhwal Distt. cum Bijnor Distt.(North) (Uttar Pradesh ),female,0,1
"Sharma,Pandit Balkrishna",Congress,Kanpur District (South) cum Etawah District (East) (Uttar Pradesh ),male,0,1
"Sharma,Shri Diwan Chand",Congress,Hoshiarpur (Punjab ),male,0,1
"Sharma,Pandit Krishan Chandra",Congress,Meerut District (South) (Uttar Pradesh ),male,0,1
"Sharma,Shri Khushiram",Congress,Meerut Distt. (West) (Uttar Pradesh ),male,0,1
"Sharma,Shri Nand Lal",RRP,Sikar (Rajasthan ),male,0,1
"Sharma,Shri Radha Charan",Congress,Morena-Bhind-SC (Madhya Bharat ),male,0,1
"Sharma,Shri Jawala Prasad",Congress,Ajmer North (Ajmer ),male,0,1
"Shastri,Pandit Algu Rai",Congress,Azamgarh Distt. (East) cum Ballia Distt. (West) (Uttar Pradesh ),male,0,1
"Shastri,Shri Bhagwan Dutta",Socialist,Shahdol-Sidhi-ST (Vindhya Pradesh ),male,0,1
"Shastri,Shri Harihar Nath",Congress,Kanpur Districit (Central) (Uttar Pradesh ),male,0,1
"Shastri,Prof. Raja Ram",Congress,Kanpur Districit (Central) (Uttar Pradesh ),male,0,1
"Shastri,Swami Ramanand",Congress,Unnao Distt.cum Raebareli Distt.(W) cum Hardoi Dist.(S-East) (Uttar Pradesh ),male,0,1
"Shivananjappa,Shri M.K.",Congress,Mandya (Mysore ),male,0,1
"Shobha Ram,Shri",Congress,Alwar (Rajasthan ),male,0,1
"Shukla,Pandit Bhagwati Charan",Congress,Durg -Bastar (Madhya Pradesh ),male,0,1
"Siddananjappa,Shri H.",Congress,Hassan-Chikmagalur (Mysore ),male,0,1
"Singh,Shri Babu Nath",Congress,Surguja-ST (Madhya Pradesh ),male,0,1
"Singh,Chaudhary Badan",Congress,Budaun Dist. (West) (Uttar Pradesh ),male,0,1
"Singh,Shri Digvijay Narain",Congress,Muzaffarpur North-East (Bihar ),male,0,1
"Singh,Shri Dinesh Pratap",Congress,Bahraich Distt. (East) (Uttar Pradesh ),male,0,1
"Singh,Shri Girraj Saran",Ind.,Bharatpur (Rajasthan ),male,0,1
"Singh,Shri Har Prasad",Congress,Ghazipur Distt. (West) (Uttar Pradesh ),male,0,1
"Singh,Shri Kamal",Ind.,Shahabad-North-West (Bihar ),male,0,1
"Singh,Dr. Ram Subhag",Congress,Shahabad South-SC (Bihar ),male,0,1
"Singh,Shri Ram Nagina",PSP,Ghazipur Distt. (East) cum Ballia Distt. (South-West) (Uttar Pradesh ),male,0,1
"Singh,Babu Ram Narayan",Ind.,Hazaribagh-West (Bihar ),male,0,1
"Singh,Shri Mahendra Nath",Congress,Saran Central (Bihar ),male,0,1
"Singh,Sardar Lal",Akali,Ferozepur- Ludhiana-SC (Punjab ),male,0,1
"Singh,Sardar Hukum",Akali,Kapurthala-Bhatinda-SC (Patiala and East Punjab States ),male,0,1
"Singh,Shri Hanwant",Ind.,Jodhpur (Rajasthan ),male,0,1
"Singh,Shri Randaman",KMPP,Shahdol-Sidhi-ST (Vindhya Pradesh ),male,0,1
"Singh,Shri Bhawani",Ind.,Barmer - Jalore (Rajasthan ),male,0,1
"Singh,Choudhary Raghubir",Congress,Agra District (East) (Uttar Pradesh ),male,0,1
"Singh,Shri Laisram Jogeswar",Congress,Inner Manipur (Manipur ),male,0,1
"Singhal,Shri Chand",Congress,Aligarh Distt.-SC (Uttar Pradesh ),male,0,1
"Singhji,General Ajit",Ind.,Sirohi-Pali (Rajasthan ),male,0,1
"Sinha,Shri Anirudha",Congress,Darbhanga-East (Bihar ),male,0,1
"Sinha,Shri Awadheshwar Prasad",Congress,Muzaffarpur-East (Bihar ),male,0,1
"Sinha,Shri Banarsi Prasad",Congress,Monghyr Sadar cum Jamui-SC (Bihar ),male,0,1
"Sinha,Shri Chandreshwar Narain Prasad",Congress,Muzaffarpur-North-West (Bihar ),male,0,1
"Sinha,Shri Gajendra Prasad",Congress,Palamu cum Hazaribagh cum Ranchi-ST (Bihar ),male,0,1
"Sinha,Shri Jhulan",Congress,Saran North (Bihar ),male,0,1
"Sinha,Thakur Jugal Kishore",PSP,Muzaffarpur-North-West (Bihar ),male,0,1
"Sinha,Shri Kailash Pati",Congress,Patna Central (Bihar ),male,0,1
"Sinha,Shri Nageshwar Prasad",Congress,Hazaribagh-East (Bihar ),male,0,1
"Sinha,Shri Sarangdhar",Congress,Pataliputra (Bihar ),male,0,1
"Sinha,Shri Satya Narayan",Congress,Samastipur-East (Bihar ),male,0,1
"Sinha,Dr. Satyanarayan",Congress,Saran East (Bihar ),male,0,1
"Sinha,Shri Satyendra Narayan",Congress,Gaya-West (Bihar ),male,0,1
"Sinha,Smt. Tarkeshwari",Congress,Patna-East (Bihar ),female,0,1
"Sinhasan Singh,Shri",Congress,Gorakhpur Distt. (South) (Uttar Pradesh ),male,0,1
"Siva,Dr. M.V. Gangadhara",Congress,Chhittoor-SC (Madras ),male,0,1
"Sodhia,Shri Khub Chand Daryao Singh",Congress,Sagar-SC (Madhya Pradesh ),male,0,1
"Somana,Shri N.",Congress,Coorg (Coorg ),male,0,1
"Somani,Shri Gajadhar Hajarilal",Ind.,Nagaur-Pali (Rajasthan ),male,0,1
"Soren,Shri Paul Jujhar",Jharkhand,Purnea cum Santhal Paragnas-ST (Bihar ),male,0,1
"Sri Prakasa,Shri",Congress,Allahabad Distt. West (Uttar Pradesh ),male,0,1
"Subrahmanyam,Shri Kandala",Socialist,Vizianagaram (Madras ),male,0,1
"Subramanyam,Shri Tekur",Congress,Bellary (Madras ),male,0,1
"Sunder Lal,Shri",Congress,Saharanpur Distt.(West) cum Muzaffarnagar Distt.(North)-SC (Uttar Pradesh ),male,0,1
"Suraj prasad alias Surya Prasad,Shri",Congress,Morena-Bhind-SC (Madhya Bharat ),male,0,1
"Swami,Shri Sivamurthi",Ind.,Khustagi (Hyderabad ),male,0,1
"Swaminadhan,Smt. Ammu",Congress,Dindigul (Madras ),female,0,1
"Swamy,Shri N.R.Muni",Commonweal,Wandiwash (Madras ),male,0,1
"Syed Ahmed,Shri",Congress,Hoshangabad (Madhya Pradesh ),male,0,1
"Syed Mahmud,Dr.",Congress,Champaran-East (Bihar ),male,0,1
"Talib,Shri Piare Lall Kureel",Congress,Banda Distt. cum Fatehpur Distt.-SC (Uttar Pradesh ),male,0,1
"Tandon,Shri Purushottam Das",Congress,Allahabad Distt. West (Uttar Pradesh ),male,0,1
"Tandon,Shri S.N.",Congress,Kanpur Districit (Central) (Uttar Pradesh ),male,0,1
"Tek Chand,Shri",Congress,Ambala-Simla (Punjab ),male,0,1
"Telkikar,Shri Shankar Rao",Congress,Nanded-SC (Hyderabad ),male,0,1
"Tewari,Sardar Raj Bhanu Singh",Congress,Rewa (Vindhya Pradesh ),male,0,1
"Thevar,Shri Pasumpon U. Muthuramalinga",Congress,Aruppukottai (Madras ),male,0,1
"Thimmaiah,Shri Dodda",Congress,Kolar-SC (Mysore ),male,0,1
"Thirani,Shri G.D.",Ind.,Bargarh (Odisha ),male,0,1
"Thirukuralar,Shri V. Muniswamy AVL",TNTP,Tindivanam (Madras ),male,0,1
"Thomas,Shri A.M.",Congress,Ernakulam (Travancore-Cochin ),male,0,1
"Thomas,Shri A.V.",Congress,Srivaikuntam (Madras ),male,0,1
"Tirtha,Swami Ramananda",Congress,Gulberga (Hyderabad ),male,0,1
"Tivary,Shri Venkatesh Narayan",Congress,Kanpur Distt. (North) cum Farrukhabad Distt. (South) (Uttar Pradesh ),male,0,1
"Tiwari,Shri Babulal Surajbhan",Congress,Nimar(Khandwa) (Madhya Pradesh ),male,0,1
"Tiwary,Pandit Dwarka Nath",Congress,Saran South (Bihar ),male,0,1
"Tiwary,Shri Ram Sahai",Congress,Chhatarpur-Datia-Tikamgarh-SC (Vindhya Pradesh ),male,0,1
"Tribhuan Narayan Singh,Shri",Congress,Banaras Distt.(East) (Uttar Pradesh ),male,0,1
"Tripathi,Shri Hira Vallabh",Congress,Muzaffarnagar Distt. (South) (Uttar Pradesh ),male,0,1
"Tripathi,Shri Kamakhya Prasad",Congress,Darrang (Assam ),male,0,1
"Tripathi,Shri Vishambhar Dayal",Congress,Unnao Distt.cum Raebareli Distt.(W) cum Hardoi Dist.(S-East) (Uttar Pradesh ),male,0,1
"Trivedi,Shri Umashanker Muljibhai",Jan Sangh,Chittor (Rajasthan ),male,0,1
"Tudu,Shri Bharat Lal",Congress,Midnapore Jhargram-ST (West Bengal ),male,0,1
"Tulsidas Kilachand,Shri",Ind.,Mehsan- West (Bombay ),male,0,1
"Tyagi,Shri Mahavir",Congress,Dehradun Dist.cum Bijnor Dist.(N-West) cum Saharanpur (West) (Uttar Pradesh ),male,0,1
"Uikey,Shri Mangru Ganu",Congress,Mandla Jabalpur South (Madhya Pradesh ),male,0,1
"Upadhyay,Pandit Munishwar Datt",Congress,Pratapgarh Distt East (Uttar Pradesh ),male,0,1
"Upadhyay,Shri Shiva Dayal",Congress,Banda Distt. cum Fatehpur Distt.-SC (Uttar Pradesh ),male,0,1
"Upadhyaya,Shri Shiv Datt",Congress,Satna (Vindhya Pradesh ),male,0,1
"Vaishnav,Shri Hanumantrao Ganeshrao",Congress,Ambad (Hyderabad ),male,0,1
"Vaishya,Shri Muldas Bhudardas",Congress,Ahmedabad-SC (Bombay ),male,0,1
"Vallatharas,Shri K. Muthuswamy",KMPP,Pudukkottai (Madras ),male,0,1
"Varma,Shri Bipin Bihari",Congress,Champaran North (Bihar ),male,0,1
"Varma,Shri Manikya Lal",Congress,Tonk-SC (Rajasthan ),male,0,1
"Varma,Shri Bulaqi Ram",Congress,Hardoi Distt(N-W)cum Farrukhabad Distt(E)cum Shahjahanpur(S)SC (Uttar Pradesh ),male,0,1
"Vartak,Shri Govind Dharmaji",Congress,Thana (Bombay ),male,0,1
"Veeraswamy,Shri V.",Ind.,Mayuram-SC (Madras ),male,0,1
"Velayudhan,Shri R.",Ind.,Quilon cum Mavelikkara-SC (Travancore-Cochin ),male,0,1
"Venkataraman,Shri R.",Congress,Tanjore (Madras ),male,0,1
"Verma,Shri Ramji",Socialist,Deoria Distt East (Uttar Pradesh ),male,0,1
"Vidyalankar,Shri Amar Nath",Congress,Jullundur (Punjab ),male,0,1
"Vishwanath Prasad,Shri",Congress,Azamgarh Distt West-SC (Uttar Pradesh ),male,0,1
"Vyas,Shri Radhelal Beharilal",Congress,Ujjain (Madhya Bharat ),male,0,1
"Waghmare,Shri Narayan Rao",PAWPI,Parbhani (Hyderabad ),male,0,1
"Wilson,Shri John N.",Congress,Mirzapur Dist. cum Banaras Dist. (West)-SC (Uttar Pradesh ),male,0,1
"Wodeyar,Shri K.G.",Congress,Shimoga (Mysore ),male,0,1
"Zaidi,Col. Syed Bashir Husain",Congress,Hardoi Dist.(N-W)cum Farrukhabad Dist(E)cum Shahjahanpur (S) (Uttar Pradesh ),male,0,1
"Abdur Rahman,Maulana",Congress,Jammu (Jammu and Kashmir ),male,1,2
"Abdur Rashid,Shri Bakshi",Congress,Srinagar (Jammu and Kashmir ),male,1,2
"Achal Singh,Seth",Congress,Agra (Uttar Pradesh ),male,0,2
"Achar,Shri K.R.",Congress,Mangalore (Mysore ),male,0,2
"Achint Ram,Lala",Congress,Patiala (Punjab ),male,0,2
"Agadi,Shri Sangappa A.",Congress,Koppal (Mysore ),male,0,2
"Agrawal,Shri Manakbhai",Congress,Mandsaur (Madhya Pradesh ),male,0,2
"Ahmed,Smt. Mofida",Congress,Jorhat (Assam ),female,0,2
"Ajit Singh,Shri",Congress,Bhatinda-SC (Punjab ),male,0,2
"Akbar,Shaikh Mohammed",Congress,Baramullah (Jammu and Kashmir ),male,1,2
"Alva,Shri Joachim",Congress,Kanara (Mysore ),male,0,2
"Ambalam,Shri P. Subbiah",Congress,Ramanthapuram (Madras ),male,0,2
"Amjad Ali,Shri",PSP,Dhubri (Assam ),male,0,2
"Aney,Dr. Madhav Shrihari",Ind.,Nagpur (Bombay ),male,0,2
"Anjanappa,Shri B.",Congress,Nellore-SC (Andhra Pradesh ),male,0,2
"Anthony,Shri Frank",NM,,male,1,2
"Arumugam,Shri R.S.",Congress,Srivilliputhur (Madras ),male,0,2
"Arumugham,Shri S.R.",Congress,Namakkal-SC (Madras ),male,0,2
"Ashanna,Shri K.",Congress,Adilabad (Andhra Pradesh ),male,0,2
"Assar,Shri Premjibhai Ranchhoddas",Jan Sangh,Ratnagiri North (Bombay ),male,0,2
"Asthana,Shri Lila Dhar",Congress,Unnao (Uttar Pradesh ),male,0,2
"Atchamamba,Dr.(Smt.) Komarrraju",Congress,Vijayawada (Andhra Pradesh ),male,0,2
"Awasthi,Shri Jagdish",Ind.,Bilhaur (Uttar Pradesh ),male,0,2
"Ayyakkannu,Shri M.",Congress,Nagapattinam-SC (Madras ),male,0,2
"Ayyangar,Shri Madabhusi Ananthasayanam",Congress,Chittoor (Andhra Pradesh ),male,0,2
"Azad,Maulana Abul Kalam",Congress,Gurgaon (Punjab ),male,0,2
"Bagdi,Shri Maganlal Radhakrishnan",Congress,Hoshangabad (Madhya Pradesh ),male,0,2
"Bahadur Singh,Shri",Congress,Ludhiana (Punjab ),male,0,2
"Bajaj,Shri Kamalnayan Jamnalal",Congress,Wardha (Bombay ),male,0,2
"Bakliwal,Shri Mohan Lal",Congress,Durg (Madhya Pradesh ),male,0,2
"Baldev Singh,Sardar",Congress,Hoshiarpur (Punjab ),male,0,2
"Balkrishnan,Shri S.C.",Congress,Dindigul (Madras ),male,0,2
"Balmiki,Shri Kanhaiya Lal",Congress,Bulandshahar (Uttar Pradesh ),male,0,2
"Banerjea,Shri Santosh Kumar",Congress,Cooch Behar-SC (West Bengal ),male,0,2
"Banerjee,Shri Pramathanath",PSP,Contai (West Bengal ),male,0,2
"Banerjee,Shri S.M.",Ind.,Kanpur (Uttar Pradesh ),male,0,2
"Banerji,Dr. Ramgati",Congress,Bankura (West Bengal ),male,0,2
"Banerjie,Shri Pulin Behari",Congress,Lucknow (Uttar Pradesh ),male,0,2
"Barman,Shri Upendranath",Congress,Cooch Behar-SC (West Bengal ),male,0,2
"Barrow,Shri A.E.T.",NM,,male,1,2
"Barupal,Shri Pannalal",Congress,Bikaner (Rajasthan ),male,0,2
"Basappa,Shri C.R.",Congress,Tiptur (Mysore ),male,0,2
"Basumatari,Shri Dharanidhor",Congress,Goalpara-ST (Assam ),male,0,2
"Beck,Shri Ignace",Jharkhand,Lohardaga-ST (Bihar ),male,0,2
"Bhadoria,Shri Arjun Singh",Janata Party,Etawah (Uttar Pradesh ),male,0,2
"Bhagat,Shri Bali Ram",Congress,Shahabad (Bihar ),male,0,2
"Bhagavati,Shri Bijoy Chandra",Congress,Darrang (Assam ),male,0,2
"Bhakt Darshan,Shri",Congress,Garhwal (Uttar Pradesh ),male,0,2
"Bhargava,Pandit Mukut Bihari Lal",Congress,Ajmer (Rajasthan ),male,0,2
"Bhargava,Pandit Thakur Das",Congress,Hissar (Punjab ),male,0,2
"Bharucha,Shri Naushir Cursetji",Ind.,East Khandesh (Bombay ),male,0,2
"Bhatkar,Shri Laxmanrao Shrawanji",Congress,Akola-SC (Bombay ),male,0,2
"Bhattacharyya,Shri C.K.",Congress,West Dinajpur (West Bengal ),male,0,2
"Bhawani Prasad,Shri",Congress,Sitapur (Uttar Pradesh ),male,0,2
"Bhogji,Shri",Congress,Banswara-ST (Rajasthan ),male,0,2
"Bibhuti Mishra,Shri",Congress,Bagaha-SC (Bihar ),male,0,2
"Bidari,Shri Ramappa Balappa",Congress,Bijapur South (Mysore ),male,0,2
"Birbal Singh,Shri",Congress,Jaunpur (Uttar Pradesh ),male,0,2
"Birendra Bahadur Singh,Major Raja Bahadur",Congress,Raipur (Madhya Pradesh ),male,0,2
"Bisht,Shri Jang Bahadur Singh",Congress,Almora (Uttar Pradesh ),male,0,2
"Biswas,Shri Bhola Nath",Congress,Katihar (Bihar ),male,0,2
"Boddiapalli,Shri Rajagopala Rao",Congress,Srikakulam (Andhra Pradesh ),male,0,2
"Borooah,Shri Prafulla Chandra",Congress,Sibsagar (Assam ),male,0,2
"Bose,Shri Prabhat Chandra",Congress,Dhanbad (Bihar ),male,0,2
"Brahm Perkash,Chowdhury",Congress,Delhi Sadar (NCT of Delhi ),male,0,2
"Brajesh,Pandit Braj Naraian",Hindu Mahasabha,Shivpuri (Madhya Pradesh ),male,0,2
"Brajeshwar Prasad,Shri",Congress,Gaya-SC (Bihar ),male,0,2
"Chakravartty,Smt. Renu",CP,Basirhat (West Bengal ),female,0,2
